Algorithm,Iteration,N,Evaluation,TrainingTime
MIMIC,200,700,587.0,3.9961896254E10
RHC,400,100,100.0,1.5895597E7
SA,400,100,100.0,3.3846671E7
GA,400,100,70.0,1.6777022E7
MIMIC,400,100,100.0,1.960854534E9
RHC,400,200,200.0,2.8595138E7
SA,400,200,200.0,5.6576665E7
GA,400,200,107.0,3.4842706E7
MIMIC,400,200,200.0,6.839594686E9
RHC,400,300,300.0,4.0078091E7
SA,400,300,300.0,6.3228319E7
GA,400,300,166.0,4.8176732E7
MIMIC,400,300,295.0,1.6452168276E10
RHC,400,400,400.0,5.715286E7
SA,400,400,400.0,7.6964067E7
GA,400,400,209.0,6.3953781E7
MIMIC,400,400,384.0,2.8610259749E10
RHC,400,500,500.0,7.9891125E7
SA,400,500,500.0,1.63563559E8
GA,400,500,278.0,1.5060723E8
MIMIC,400,500,459.0,4.2576409533E10
RHC,400,600,600.0,9.1132652E7
SA,400,600,600.0,1.86054489E8
GA,400,600,330.0,1.94170065E8
MIMIC,400,600,532.0,5.7559905839E10
RHC,400,700,700.0,1.2223304E8
SA,400,700,700.0,2.01655884E8
GA,400,700,326.0,2.09431965E8
MIMIC,400,700,606.0,8.3643520379E10
RHC,10,100,99.0,322953.0
SA,10,100,99.0,410386.0
GA,10,100,65.0,444651.0
MIMIC,10,100,78.0,4.2569163E7
RHC,10,200,194.0,594313.0
SA,10,200,187.0,737278.0
GA,10,200,109.0,910570.0
MIMIC,10,200,146.0,1.67270432E8
RHC,10,300,275.0,896786.0
SA,10,300,263.0,1025967.0
GA,10,300,167.0,1298902.0
MIMIC,10,300,211.0,6.81376788E8
RHC,10,400,349.0,1763245.0
SA,10,400,335.0,1764033.0
GA,10,400,216.0,2706899.0
MIMIC,10,400,272.0,8.83692363E8
RHC,10,500,408.0,1586408.0
SA,10,500,402.0,1707319.0
GA,10,500,257.0,2602923.0
MIMIC,10,500,326.0,1.582000954E9
RHC,10,600,477.0,1968832.0
SA,10,600,454.0,2074777.0
GA,10,600,307.0,3100744.0
MIMIC,10,600,383.0,2.983513636E9
RHC,10,700,522.0,2969988.0
SA,10,700,502.0,3137372.0
GA,10,700,373.0,5546918.0
MIMIC,10,700,445.0,3.38709361E9
RHC,30,100,100.0,1072046.0
SA,30,100,100.0,1671479.0
GA,30,100,57.0,1508821.0
MIMIC,30,100,93.0,1.25633501E8
RHC,30,200,200.0,1913300.0
SA,30,200,200.0,2511551.0
GA,30,200,121.0,2933754.0
MIMIC,30,200,164.0,5.00154781E8
RHC,30,300,300.0,3045606.0
SA,30,300,300.0,3567450.0
GA,30,300,172.0,4290551.0
MIMIC,30,300,237.0,1.679667893E9
RHC,30,400,396.0,7938740.0
SA,30,400,396.0,4882107.0
GA,30,400,201.0,6229845.0
MIMIC,30,400,302.0,2.290604663E9
RHC,30,500,486.0,8611427.0
SA,30,500,491.0,9956803.0
GA,30,500,287.0,1.9235404E7
MIMIC,30,500,368.0,3.298275194E9
RHC,30,600,575.0,4980568.0
SA,30,600,589.0,5409465.0
GA,30,600,316.0,6836761.0
MIMIC,30,600,430.0,5.908271067E9
RHC,30,700,652.0,6199912.0
SA,30,700,653.0,6768232.0
GA,30,700,360.0,1.0009184E7
MIMIC,30,700,487.0,6.418794613E9
RHC,60,100,100.0,1769547.0
SA,60,100,100.0,2840412.0
GA,60,100,56.0,2377251.0
MIMIC,60,100,94.0,1.9305824E8
RHC,60,200,200.0,3596595.0
SA,60,200,200.0,4851386.0
GA,60,200,122.0,4741897.0
MIMIC,60,200,176.0,7.72107718E8
RHC,60,300,300.0,5328334.0
SA,60,300,300.0,6418103.0
GA,60,300,161.0,6774927.0
MIMIC,60,300,253.0,1.731116299E9
RHC,60,400,400.0,6892687.0
SA,60,400,399.0,7991515.0
GA,60,400,201.0,8662627.0
MIMIC,60,400,330.0,3.198733945E9
RHC,60,500,500.0,8136057.0
SA,60,500,500.0,1.2961055E7
GA,60,500,263.0,1.1304148E7
MIMIC,60,500,392.0,5.795665969E9
RHC,60,600,596.0,1.3691638E7
SA,60,600,597.0,1.1033576E7
GA,60,600,325.0,1.3648709E7
MIMIC,60,600,469.0,1.0162442676E10
RHC,60,700,694.0,1.2597535E7
SA,60,700,693.0,1.7179138E7
GA,60,700,380.0,1.8276785E7
MIMIC,60,700,527.0,1.385081849E10
RHC,100,100,100.0,3501678.0
SA,100,100,100.0,1.0101738E7
GA,100,100,55.0,4647375.0
MIMIC,100,100,94.0,3.82933816E8
RHC,100,200,200.0,6496478.0
SA,100,200,200.0,8984005.0
GA,100,200,119.0,8687046.0
MIMIC,100,200,185.0,2.027602254E9
RHC,100,300,300.0,9905209.0
SA,100,300,300.0,1.2223383E7
GA,100,300,177.0,1.2809425E7
MIMIC,100,300,270.0,3.941781394E9
RHC,100,400,400.0,1.9964018E7
SA,100,400,400.0,2.7755066E7
GA,100,400,222.0,2.9064601E7
MIMIC,100,400,343.0,8.337008304E9
RHC,100,500,500.0,2.2804825E7
SA,100,500,500.0,3.3659201E7
GA,100,500,255.0,4.4826685E7
MIMIC,100,500,411.0,1.2242793025E10
RHC,100,600,600.0,2.4585399E7
SA,100,600,600.0,3.3616272E7
GA,100,600,308.0,5.3505853E7
MIMIC,100,600,489.0,1.6530891256E10
RHC,100,700,698.0,2.1195967E7
SA,100,700,698.0,2.9384798E7
GA,100,700,345.0,2.936865E7
MIMIC,100,700,555.0,2.2687152136E10
RHC,200,100,100.0,5671766.0
SA,200,100,100.0,1.1351409E7
GA,200,100,61.0,7065979.0
MIMIC,200,100,99.0,6.08428368E8
RHC,200,200,200.0,1.129824E7
SA,200,200,200.0,1.7194104E7
GA,200,200,117.0,1.4111871E7
MIMIC,200,200,194.0,3.528485649E9
RHC,200,300,300.0,3.3510327E7
SA,200,300,300.0,5.2935171E7
GA,200,300,156.0,5.2312502E7
MIMIC,200,300,283.0,8.849654676E9
RHC,200,400,400.0,2.6473887E7
SA,200,400,400.0,6.2993193E7
GA,200,400,208.0,6.9443591E7
MIMIC,200,400,364.0,1.2579530363E10
RHC,200,500,500.0,2.7369492E7
SA,200,500,500.0,3.6140426E7
GA,200,500,266.0,3.3556013E7
MIMIC,200,500,447.0,2.200644646E10
RHC,200,600,600.0,4.1995725E7
SA,200,600,600.0,4.4632913E7
GA,200,600,306.0,4.8308277E7
MIMIC,200,600,520.0,3.4211515407E10
RHC,200,700,700.0,4.9030195E7
SA,200,700,700.0,5.7623112E7
GA,200,700,353.0,6.1222464E7
MIMIC,200,700,586.0,4.4499500604E10
RHC,400,100,100.0,1.2184392E7
SA,400,100,100.0,2.8375372E7
GA,400,100,65.0,1.412605E7
MIMIC,400,100,100.0,1.912417864E9
RHC,400,200,200.0,2.6525481E7
SA,400,200,200.0,5.413128E7
GA,400,200,115.0,6.964839E7
MIMIC,400,200,199.0,8.032791166E9
RHC,400,300,300.0,6.0035415E7
SA,400,300,300.0,1.19977488E8
GA,400,300,162.0,1.02505328E8
MIMIC,400,300,292.0,1.7325345756E10
RHC,400,400,400.0,5.9635268E7
SA,400,400,400.0,7.5871934E7
GA,400,400,220.0,6.3743074E7
MIMIC,400,400,383.0,3.0937037527E10
RHC,400,500,500.0,6.5561852E7
SA,400,500,500.0,1.39222344E8
GA,400,500,258.0,1.59546732E8
MIMIC,400,500,465.0,4.4709860468E10
RHC,400,600,600.0,7.8107007E7
SA,400,600,600.0,1.81407115E8
GA,400,600,322.0,1.9855514E8
MIMIC,400,600,529.0,6.4504051881E10
RHC,400,700,700.0,1.16998836E8
SA,400,700,700.0,1.28801985E8
GA,400,700,343.0,1.1677592E8
MIMIC,400,700,613.0,8.505156459E10
RHC,10,100,99.0,354854.0
SA,10,100,98.0,426535.0
GA,10,100,58.0,539568.0
MIMIC,10,100,83.0,4.4158723E7
RHC,10,200,193.0,572651.0
SA,10,200,187.0,742004.0
GA,10,200,114.0,914903.0
MIMIC,10,200,144.0,1.65583198E8
RHC,10,300,267.0,989339.0
SA,10,300,270.0,1132699.0
GA,10,300,158.0,1339074.0
MIMIC,10,300,206.0,3.76995417E8
RHC,10,400,338.0,1249671.0
SA,10,400,331.0,1318200.0
GA,10,400,210.0,1769153.0
MIMIC,10,400,273.0,6.96294467E8
RHC,10,500,400.0,1359948.0
SA,10,500,408.0,1486766.0
GA,10,500,277.0,2164574.0
MIMIC,10,500,333.0,1.122837986E9
RHC,10,600,472.0,1693929.0
SA,10,600,487.0,1803811.0
GA,10,600,335.0,2565115.0
MIMIC,10,600,384.0,1.633861323E9
RHC,10,700,534.0,1881793.0
SA,10,700,510.0,1938507.0
GA,10,700,367.0,2999132.0
MIMIC,10,700,446.0,2.737946759E9
RHC,30,100,100.0,980675.0
SA,30,100,100.0,1664391.0
GA,30,100,68.0,1517880.0
MIMIC,30,100,91.0,1.26544858E8
RHC,30,200,200.0,1917239.0
SA,30,200,200.0,2648610.0
GA,30,200,116.0,2933360.0
MIMIC,30,200,166.0,5.13628229E8
RHC,30,300,300.0,2974320.0
SA,30,300,299.0,3535944.0
GA,30,300,168.0,4368532.0
MIMIC,30,300,238.0,1.280790826E9
RHC,30,400,397.0,4331905.0
SA,30,400,393.0,5099509.0
GA,30,400,221.0,6509869.0
MIMIC,30,400,304.0,1.979082876E9
RHC,30,500,480.0,4081418.0
SA,30,500,483.0,4524888.0
GA,30,500,261.0,5832062.0
MIMIC,30,500,365.0,2.762305303E9
RHC,30,600,584.0,4966389.0
SA,30,600,578.0,5383865.0
GA,30,600,337.0,7054163.0
MIMIC,30,600,438.0,4.042318677E9
RHC,30,700,669.0,5455151.0
SA,30,700,669.0,5981722.0
GA,30,700,374.0,8402296.0
MIMIC,30,700,496.0,7.06356742E9
RHC,60,100,100.0,2372130.0
SA,60,100,100.0,3951844.0
GA,60,100,63.0,3307119.0
MIMIC,60,100,92.0,2.46035159E8
RHC,60,200,200.0,3874650.0
SA,60,200,200.0,5449244.0
GA,60,200,106.0,5471693.0
MIMIC,60,200,177.0,9.29789198E8
RHC,60,300,300.0,1.0521577E7
SA,60,300,300.0,7243603.0
GA,60,300,152.0,7991909.0
MIMIC,60,300,256.0,2.2567702E9
RHC,60,400,400.0,1.2000466E7
SA,60,400,400.0,9301444.0
GA,60,400,226.0,1.0680691E7
MIMIC,60,400,336.0,4.439038261E9
RHC,60,500,500.0,1.37901E7
SA,60,500,499.0,1.2002436E7
GA,60,500,264.0,1.5773898E7
MIMIC,60,500,396.0,7.318698042E9
RHC,60,600,599.0,1.4825912E7
SA,60,600,598.0,1.2543973E7
GA,60,600,322.0,1.6037775E7
MIMIC,60,600,474.0,8.003244497E9
RHC,60,700,696.0,1.0855558E7
SA,60,700,695.0,1.1768097E7
GA,60,700,354.0,1.5269383E7
MIMIC,60,700,545.0,1.3548545372E10
RHC,100,100,100.0,3248829.0
SA,100,100,100.0,5461059.0
GA,100,100,63.0,4399252.0
MIMIC,100,100,99.0,3.88322801E8
RHC,100,200,200.0,6376750.0
SA,100,200,200.0,8847735.0
GA,100,200,120.0,8816227.0
MIMIC,100,200,185.0,1.452091476E9
RHC,100,300,300.0,8809926.0
SA,100,300,300.0,1.0475103E7
GA,100,300,190.0,1.0393577E7
MIMIC,100,300,269.0,2.770353137E9
RHC,100,400,400.0,1.1588898E7
SA,100,400,400.0,1.3418704E7
GA,100,400,206.0,1.3841694E7
MIMIC,100,400,345.0,6.435121076E9
RHC,100,500,500.0,1.9499675E7
SA,100,500,500.0,2.2796947E7
GA,100,500,249.0,2.6736582E7
MIMIC,100,500,420.0,9.965322709E9
RHC,100,600,600.0,1.7004271E7
SA,100,600,600.0,1.8832107E7
GA,100,600,277.0,2.1475203E7
MIMIC,100,600,490.0,1.6251660452E10
RHC,100,700,699.0,2.1780827E7
SA,100,700,700.0,2.0430725E7
GA,100,700,370.0,2.4040711E7
MIMIC,100,700,556.0,1.9592661954E10
RHC,200,100,100.0,5887594.0
SA,200,100,100.0,1.7477673E7
GA,200,100,53.0,7510236.0
MIMIC,200,100,99.0,7.95628553E8
RHC,200,200,200.0,2.0121162E7
SA,200,200,200.0,3.2459154E7
GA,200,200,98.0,2.5334099E7
MIMIC,200,200,195.0,3.107489047E9
RHC,200,300,300.0,2.4458187E7
SA,200,300,300.0,2.3855998E7
GA,200,300,164.0,2.0987229E7
MIMIC,200,300,281.0,6.375873352E9
RHC,200,400,400.0,3.1184277E7
SA,200,400,400.0,3.3505995E7
GA,200,400,209.0,3.2434735E7
MIMIC,200,400,360.0,1.5324090178E10
RHC,200,500,500.0,2.7514033E7
SA,200,500,500.0,7.2819239E7
GA,200,500,254.0,8.5494362E7
MIMIC,200,500,437.0,2.1548509138E10
RHC,200,600,600.0,4.0884293E7
SA,200,600,600.0,3.871775E7
GA,200,600,305.0,3.9827606E7
MIMIC,200,600,517.0,2.8338014973E10
RHC,200,700,700.0,4.8398861E7
SA,200,700,700.0,8.1029338E7
GA,200,700,335.0,1.19335126E8
MIMIC,200,700,584.0,4.4059017324E10
RHC,400,100,100.0,1.0919361E7
SA,400,100,100.0,2.7498672E7
GA,400,100,65.0,1.38157E7
MIMIC,400,100,100.0,1.190023268E9
RHC,400,200,200.0,2.2900529E7
SA,400,200,200.0,4.0838213E7
GA,400,200,110.0,2.7838167E7
MIMIC,400,200,199.0,5.172827589E9
RHC,400,300,300.0,3.8264434E7
SA,400,300,300.0,5.129008E7
GA,400,300,164.0,4.0074153E7
MIMIC,400,300,294.0,1.4656270332E10
RHC,400,400,400.0,7.238089E7
SA,400,400,400.0,1.34680521E8
GA,400,400,204.0,1.30348616E8
MIMIC,400,400,374.0,2.885707866E10
RHC,400,500,500.0,1.20651357E8
SA,400,500,500.0,1.686099E8
GA,400,500,249.0,1.65453229E8
MIMIC,400,500,456.0,4.1344036473E10
RHC,400,600,600.0,1.31350559E8
SA,400,600,600.0,1.87077306E8
GA,400,600,316.0,2.0409221E8
MIMIC,400,600,551.0,5.9795332776E10
RHC,400,700,700.0,7.4704577E7
SA,400,700,700.0,1.58064297E8
GA,400,700,366.0,2.09278759E8
MIMIC,400,700,605.0,8.4121769091E10
RHC,10,100,99.0,478129.0
SA,10,100,100.0,697106.0
GA,10,100,64.0,758940.0
MIMIC,10,100,82.0,6.6277862E7
RHC,10,200,192.0,816835.0
SA,10,200,192.0,1019272.0
GA,10,200,110.0,1334741.0
MIMIC,10,200,143.0,2.2229062E8
RHC,10,300,272.0,1070472.0
SA,10,300,278.0,6023470.0
GA,10,300,148.0,1600588.0
MIMIC,10,300,207.0,4.62153436E8
RHC,10,400,348.0,1340649.0
SA,10,400,345.0,1550569.0
GA,10,400,208.0,2092893.0
MIMIC,10,400,277.0,8.52851125E8
RHC,10,500,395.0,1586015.0
SA,10,500,393.0,1690777.0
GA,10,500,264.0,2598985.0
MIMIC,10,500,333.0,1.200499159E9
RHC,10,600,460.0,1724255.0
SA,10,600,466.0,1719135.0
GA,10,600,315.0,2544241.0
MIMIC,10,600,390.0,1.657558207E9
RHC,10,700,533.0,1807356.0
SA,10,700,513.0,1914088.0
GA,10,700,375.0,2998739.0
MIMIC,10,700,447.0,2.39732453E9
RHC,30,100,100.0,871186.0
SA,30,100,100.0,4065665.0
GA,30,100,69.0,1326471.0
MIMIC,30,100,85.0,1.03810532E8
RHC,30,200,200.0,1669117.0
SA,30,200,200.0,2220106.0
GA,30,200,111.0,2430026.0
MIMIC,30,200,164.0,4.22466039E8
RHC,30,300,298.0,2697447.0
SA,30,300,300.0,3446540.0
GA,30,300,169.0,3797062.0
MIMIC,30,300,232.0,1.582696879E9
RHC,30,400,396.0,4442181.0
SA,30,400,397.0,5257835.0
GA,30,400,213.0,6846607.0
MIMIC,30,400,307.0,1.930600126E9
RHC,30,500,491.0,4081025.0
SA,30,500,488.0,4543793.0
GA,30,500,278.0,5855692.0
MIMIC,30,500,364.0,3.126125807E9
RHC,30,600,570.0,5564246.0
SA,30,600,582.0,6151470.0
GA,30,600,311.0,8563773.0
MIMIC,30,600,435.0,6.605723439E9
RHC,30,700,650.0,9226220.0
SA,30,700,657.0,6815887.0
GA,30,700,374.0,1.0002883E7
MIMIC,30,700,491.0,8.708196866E9
RHC,60,100,100.0,2060205.0
SA,60,100,100.0,3414244.0
GA,60,100,62.0,2796301.0
MIMIC,60,100,95.0,2.37712815E8
RHC,60,200,200.0,5373626.0
SA,60,200,200.0,7248723.0
GA,60,200,95.0,8804018.0
MIMIC,60,200,178.0,9.35964692E8
RHC,60,300,300.0,5995507.0
SA,60,300,300.0,7326310.0
GA,60,300,169.0,8101792.0
MIMIC,60,300,256.0,2.635400076E9
RHC,60,400,400.0,9668508.0
SA,60,400,400.0,1.1291939E7
GA,60,400,206.0,1.3814517E7
MIMIC,60,400,328.0,3.612467645E9
RHC,60,500,500.0,1.6055498E7
SA,60,500,499.0,1.8715529E7
GA,60,500,264.0,2.6421506E7
MIMIC,60,500,394.0,8.141599201E9
RHC,60,600,598.0,1.1408123E7
SA,60,600,597.0,1.8263E7
GA,60,600,312.0,1.6069676E7
MIMIC,60,600,465.0,9.790119052E9
RHC,60,700,694.0,2.3245537E7
SA,60,700,695.0,2.6147784E7
GA,60,700,376.0,3.5633941E7
MIMIC,60,700,526.0,1.5351051252E10
RHC,100,100,100.0,3198418.0
SA,100,100,100.0,5507533.0
GA,100,100,59.0,4520950.0
MIMIC,100,100,96.0,3.74952147E8
RHC,100,200,200.0,6440158.0
SA,100,200,200.0,8892239.0
GA,100,200,115.0,8637421.0
MIMIC,100,200,187.0,1.404508662E9
RHC,100,300,300.0,8831587.0
SA,100,300,300.0,1.0609011E7
GA,100,300,144.0,1.0710623E7
MIMIC,100,300,270.0,2.825503295E9
RHC,100,400,400.0,1.14672E7
SA,100,400,400.0,1.3111504E7
GA,100,400,223.0,1.4128806E7
MIMIC,100,400,349.0,6.467397092E9
RHC,100,500,500.0,1.3608143E7
SA,100,500,500.0,1.5424163E7
GA,100,500,268.0,1.7274448E7
MIMIC,100,500,421.0,1.2473389055E10
RHC,100,600,600.0,3.4644602E7
SA,100,600,600.0,3.918997E7
GA,100,600,319.0,5.4061175E7
MIMIC,100,600,482.0,1.6159588479E10
RHC,100,700,699.0,1.8327985E7
SA,100,700,699.0,2.0120375E7
GA,100,700,323.0,2.4162409E7
MIMIC,100,700,548.0,2.1303068685E10
RHC,200,100,100.0,5703667.0
SA,200,100,100.0,1.1555421E7
GA,200,100,61.0,7264871.0
MIMIC,200,100,99.0,6.07448481E8
RHC,200,200,200.0,1.0913453E7
SA,200,200,200.0,1.7058228E7
GA,200,200,96.0,1.373693E7
MIMIC,200,200,193.0,2.397627791E9
RHC,200,300,300.0,1.7561956E7
SA,200,300,300.0,2.2956061E7
GA,200,300,145.0,2.0123132E7
MIMIC,200,300,284.0,7.260458955E9
RHC,200,400,400.0,3.1492264E7
SA,200,400,400.0,3.3269688E7
GA,200,400,201.0,3.2444582E7
MIMIC,200,400,364.0,1.4738277588E10
RHC,200,500,500.0,6.256272E7
SA,200,500,500.0,8.0021094E7
GA,200,500,277.0,8.6202103E7
MIMIC,200,500,442.0,2.4586268268E10
RHC,200,600,600.0,5.9064586E7
SA,200,600,600.0,8.7724315E7
GA,200,600,293.0,1.02418288E8
MIMIC,200,600,510.0,3.2393817337E10
RHC,200,700,700.0,4.0731087E7
SA,200,700,700.0,4.212018E7
GA,200,700,360.0,4.6681302E7
MIMIC,200,700,585.0,4.5606745861E10
RHC,400,100,100.0,1.0924481E7
SA,400,100,100.0,2.7237947E7
GA,400,100,54.0,1.37389E7
MIMIC,400,100,100.0,1.754807669E9
RHC,400,200,200.0,3.7518097E7
SA,400,200,200.0,6.4789915E7
GA,400,200,105.0,4.4890094E7
MIMIC,400,200,200.0,4.958394183E9
RHC,400,300,300.0,3.4849007E7
SA,400,300,300.0,5.3696868E7
GA,400,300,156.0,3.971221E7
MIMIC,400,300,294.0,1.6164587951E10
RHC,400,400,400.0,9.9884288E7
SA,400,400,400.0,1.45913776E8
GA,400,400,202.0,1.35071609E8
MIMIC,400,400,378.0,2.5376157708E10
RHC,400,500,500.0,1.0702431E8
SA,400,500,500.0,1.2726205E8
GA,400,500,260.0,1.08542189E8
MIMIC,400,500,465.0,4.4077870699E10
RHC,400,600,600.0,1.16711329E8
SA,400,600,600.0,1.8889372E8
GA,400,600,317.0,1.89630998E8
MIMIC,400,600,530.0,6.1043510454E10
RHC,400,700,700.0,7.6826615E7
SA,400,700,700.0,1.06436693E8
GA,400,700,386.0,9.1846299E7
MIMIC,400,700,609.0,8.7357032975E10
RHC,10,100,100.0,321377.0
SA,10,100,100.0,448590.0
GA,10,100,66.0,452135.0
MIMIC,10,100,78.0,4.1431738E7
RHC,10,200,194.0,552958.0
SA,10,200,187.0,762090.0
GA,10,200,113.0,903087.0
MIMIC,10,200,152.0,1.69704396E8
RHC,10,300,280.0,875912.0
SA,10,300,272.0,998004.0
GA,10,300,167.0,1310717.0
MIMIC,10,300,198.0,3.86517808E8
RHC,10,400,354.0,1264637.0
SA,10,400,348.0,1255973.0
GA,10,400,229.0,1743159.0
MIMIC,10,400,271.0,6.85883561E8
RHC,10,500,388.0,1397363.0
SA,10,500,414.0,1452108.0
GA,10,500,261.0,2116130.0
MIMIC,10,500,324.0,1.111075796E9
RHC,10,600,458.0,1660846.0
SA,10,600,457.0,1719923.0
GA,10,600,330.0,2479650.0
MIMIC,10,600,387.0,1.866341902E9
RHC,10,700,543.0,2687600.0
SA,10,700,518.0,2861286.0
GA,10,700,370.0,4913220.0
MIMIC,10,700,450.0,3.021967509E9
RHC,30,100,100.0,951530.0
SA,30,100,100.0,1390274.0
GA,30,100,56.0,1239038.0
MIMIC,30,100,89.0,1.07285429E8
RHC,30,200,200.0,1666360.0
SA,30,200,200.0,2187023.0
GA,30,200,112.0,2389854.0
MIMIC,30,200,165.0,7.07751427E8
RHC,30,300,300.0,7060859.0
SA,30,300,298.0,4159794.0
GA,30,300,159.0,5127866.0
MIMIC,30,300,236.0,1.661670345E9
RHC,30,400,392.0,4778132.0
SA,30,400,394.0,9629518.0
GA,30,400,217.0,7429104.0
MIMIC,30,400,303.0,2.545420603E9
RHC,30,500,489.0,6789105.0
SA,30,500,490.0,7733152.0
GA,30,500,268.0,1.1484529E7
MIMIC,30,500,364.0,3.986665974E9
RHC,30,600,578.0,5607963.0
SA,30,600,574.0,6264109.0
GA,30,600,309.0,2.126292E7
MIMIC,30,600,428.0,6.094002996E9
RHC,30,700,658.0,1.4951155E7
SA,30,700,658.0,1.2782643E7
GA,30,700,361.0,2.1453935E7
MIMIC,30,700,486.0,7.190489581E9
RHC,60,100,100.0,1705351.0
SA,60,100,100.0,2686025.0
GA,60,100,66.0,2274457.0
MIMIC,60,100,91.0,1.9430673E8
RHC,60,200,200.0,3531217.0
SA,60,200,200.0,4798217.0
GA,60,200,102.0,4561122.0
MIMIC,60,200,175.0,1.108444516E9
RHC,60,300,300.0,7077794.0
SA,60,300,300.0,8786689.0
GA,60,300,170.0,9077741.0
MIMIC,60,300,261.0,1.939258421E9
RHC,60,400,400.0,7000206.0
SA,60,400,400.0,7834371.0
GA,60,400,218.0,8816227.0
MIMIC,60,400,330.0,4.880890547E9
RHC,60,500,500.0,1.6229577E7
SA,60,500,500.0,1.7554079E7
GA,60,500,251.0,2.4649595E7
MIMIC,60,500,391.0,6.949924145E9
RHC,60,600,599.0,1.1848048E7
SA,60,600,599.0,1.2784613E7
GA,60,600,333.0,1.6023202E7
MIMIC,60,600,472.0,1.131597539E10
RHC,60,700,695.0,1.7441439E7
SA,60,700,692.0,1.9218075E7
GA,60,700,369.0,2.7322624E7
MIMIC,60,700,531.0,1.6918436214E10
RHC,100,100,100.0,3855746.0
SA,100,100,100.0,6541376.0
GA,100,100,59.0,5256259.0
MIMIC,100,100,96.0,3.96435621E8
RHC,100,200,200.0,6483087.0
SA,100,200,200.0,1.4133139E7
GA,100,200,100.0,1.8696624E7
MIMIC,100,200,189.0,2.019771822E9
RHC,100,300,300.0,1.0110403E7
SA,100,300,300.0,1.6278808E7
GA,100,300,155.0,1.2939E7
MIMIC,100,300,268.0,3.790242325E9
RHC,100,400,400.0,1.4762898E7
SA,100,400,400.0,1.3651465E7
GA,100,400,217.0,1.4194185E7
MIMIC,100,400,352.0,8.14660143E9
RHC,100,500,500.0,1.5493874E7
SA,100,500,500.0,1.7392209E7
GA,100,500,248.0,2.1141222E7
MIMIC,100,500,421.0,1.1456199282E10
RHC,100,600,600.0,1.8912451E7
SA,100,600,600.0,3.6488192E7
GA,100,600,311.0,5.3335712E7
MIMIC,100,600,494.0,1.6785542176E10
RHC,100,700,699.0,2.1110896E7
SA,100,700,700.0,2.5962676E7
GA,100,700,363.0,2.946396E7
MIMIC,100,700,556.0,2.3366551822E10
RHC,200,100,100.0,5619779.0
SA,200,100,100.0,1.4484055E7
GA,200,100,62.0,7207763.0
MIMIC,200,100,100.0,6.76665611E8
RHC,200,200,200.0,2.4058828E7
SA,200,200,200.0,3.9570819E7
GA,200,200,109.0,3.3051892E7
MIMIC,200,200,196.0,3.520905308E9
RHC,200,300,300.0,1.9764733E7
SA,200,300,300.0,2.7913786E7
GA,200,300,143.0,2.4512538E7
MIMIC,200,300,281.0,5.407954021E9
RHC,200,400,400.0,2.2965907E7
SA,200,400,400.0,3.2838033E7
GA,200,400,195.0,2.850731E7
MIMIC,200,400,362.0,1.3357222808E10
RHC,200,500,500.0,3.0974357E7
SA,200,500,500.0,3.3171226E7
GA,200,500,276.0,3.5928931E7
MIMIC,200,500,440.0,2.0454447852E10
RHC,200,600,600.0,3.2989664E7
SA,200,600,600.0,5.0853306E7
GA,200,600,307.0,1.02922411E8
MIMIC,200,600,513.0,3.1073298943E10
RHC,200,700,700.0,4.7012919E7
SA,200,700,700.0,4.8895106E7
GA,200,700,347.0,5.6037491E7
MIMIC,200,700,581.0,4.3023323125E10
RHC,400,100,100.0,1.6955828E7
SA,400,100,100.0,4.19205E7
GA,400,100,59.0,2.0925E7
MIMIC,400,100,100.0,1.988721452E9
RHC,400,200,200.0,2.6074529E7
SA,400,200,200.0,9.3735575E7
GA,400,200,118.0,6.9238397E7
MIMIC,400,200,200.0,7.894893717E9
RHC,400,300,300.0,4.0009563E7
SA,400,300,300.0,6.3110165E7
GA,400,300,165.0,4.8276769E7
MIMIC,400,300,297.0,1.5943548183E10
RHC,400,400,400.0,9.4075464E7
SA,400,400,400.0,1.46222945E8
GA,400,400,218.0,1.35443399E8
MIMIC,400,400,377.0,2.7202716114E10
RHC,400,500,500.0,5.8821584E7
SA,400,500,500.0,7.4097661E7
GA,400,500,255.0,7.004263E7
MIMIC,400,500,462.0,4.0299972273E10
RHC,400,600,600.0,9.0526524E7
SA,400,600,600.0,1.04077953E8
GA,400,600,325.0,9.6477132E7
MIMIC,400,600,538.0,6.5097694114E10
RHC,400,700,700.0,8.9171302E7
SA,400,700,700.0,1.13905181E8
GA,400,700,346.0,2.22545044E8
MIMIC,400,700,611.0,9.0285295628E10
