Algorithm,Iteration,N,Evaluation,TrainingTime
RHC,1000,30,30.0,1179960.0
SA,1000,30,30.0,3643071.0
GA,1000,30,53.0,6.0699462E7
MIMIC,1000,30,30.0,9.85927902E8
RHC,1000,60,60.0,3120044.0
SA,1000,60,60.0,5876962.0
GA,1000,60,36.0,1.59558215E8
MIMIC,1000,60,46.0,3.739801667E9
RHC,1000,100,95.0,2820327.0
SA,1000,100,100.0,4316152.0
GA,1000,100,19.0,1.01482553E8
MIMIC,1000,100,61.0,7.871969113E9
RHC,1000,200,69.0,4678490.0
SA,1000,200,51.0,5532741.0
GA,1000,200,15.0,2.36963026E8
MIMIC,1000,200,61.0,2.8603197946E10
RHC,1000,300,29.0,9509005.0
SA,1000,300,18.0,1.5912932E7
GA,1000,300,18.0,4.23800159E8
MIMIC,1000,300,84.0,5.9688997573E10
RHC,10,10,6.0,13391.0
SA,10,10,0.0,20087.0
GA,10,10,17.0,579346.0
MIMIC,10,10,16.0,2916032.0
RHC,10,30,4.0,12603.0
SA,10,30,1.0,20874.0
GA,10,30,39.0,731765.0
MIMIC,10,30,44.0,1.278186E7
RHC,10,60,2.0,20087.0
SA,10,60,1.0,27963.0
GA,10,60,13.0,970436.0
MIMIC,10,60,12.0,4.0929995E7
RHC,10,100,5.0,32295.0
SA,10,100,2.0,38597.0
GA,10,100,12.0,1385154.0
MIMIC,10,100,13.0,1.04129588E8
RHC,10,200,0.0,61046.0
SA,10,200,3.0,63016.0
GA,10,200,11.0,2413485.0
MIMIC,10,200,25.0,3.73063413E8
RHC,10,300,0.0,82707.0
SA,10,300,1.0,84677.0
GA,10,300,9.0,3288610.0
MIMIC,10,300,16.0,9.82668437E8
RHC,30,10,10.0,56320.0
SA,30,10,3.0,99249.0
GA,30,10,17.0,2988106.0
MIMIC,30,10,17.0,1.489366E7
RHC,30,30,48.0,70104.0
SA,30,30,0.0,107913.0
GA,30,30,39.0,3537126.0
MIMIC,30,30,43.0,5.8509681E7
RHC,30,60,9.0,92948.0
SA,30,60,4.0,136664.0
GA,30,60,11.0,4302368.0
MIMIC,30,60,13.0,1.46571161E8
RHC,30,100,6.0,106732.0
SA,30,100,3.0,132332.0
GA,30,100,15.0,8943443.0
MIMIC,30,100,22.0,4.384583E8
RHC,30,200,10.0,182350.0
SA,30,200,3.0,211889.0
GA,30,200,10.0,7776479.0
MIMIC,30,200,24.0,1.130297861E9
RHC,30,300,0.0,256393.0
SA,30,300,0.0,281600.0
GA,30,300,8.0,1.1797641E7
MIMIC,30,300,29.0,1.82476004E9
RHC,60,10,10.0,56713.0
SA,60,10,17.0,107520.0
GA,60,10,17.0,3162579.0
MIMIC,60,10,17.0,1.5597462E7
RHC,60,30,18.0,71286.0
SA,60,30,4.0,115397.0
GA,60,30,51.0,3762406.0
MIMIC,60,30,44.0,5.9880263E7
RHC,60,60,9.0,94129.0
SA,60,60,7.0,154387.0
GA,60,60,14.0,4719450.0
MIMIC,60,60,11.0,1.78148115E8
RHC,60,100,11.0,156357.0
SA,60,100,5.0,199680.0
GA,60,100,19.0,6395263.0
MIMIC,60,100,15.0,4.19610432E8
RHC,60,200,6.0,287507.0
SA,60,200,2.0,315864.0
GA,60,200,10.0,1.0781913E7
MIMIC,60,200,25.0,1.71132349E9
RHC,60,300,8.0,723101.0
SA,60,300,2.0,824319.0
GA,60,300,12.0,2.7028432E7
MIMIC,60,300,22.0,4.899877002E9
RHC,100,10,10.0,90190.0
SA,100,10,17.0,230794.0
GA,100,10,17.0,5167252.0
MIMIC,100,10,17.0,2.5354983E7
RHC,100,30,30.0,116185.0
SA,100,30,44.0,225673.0
GA,100,30,43.0,6168802.0
MIMIC,100,30,46.0,9.8787862E7
RHC,100,60,20.0,157538.0
SA,100,60,4.0,238277.0
GA,100,60,18.0,7672503.0
MIMIC,100,60,18.0,5.09122445E8
RHC,100,100,13.0,427323.0
SA,100,100,7.0,648663.0
GA,100,100,24.0,2.0652862E7
MIMIC,100,100,28.0,1.024682295E9
RHC,100,200,16.0,794386.0
SA,100,200,11.0,953106.0
GA,100,200,12.0,3.3169665E7
MIMIC,100,200,21.0,3.081512618E9
RHC,100,300,15.0,719162.0
SA,100,300,2.0,780602.0
GA,100,300,11.0,2.6373861E7
MIMIC,100,300,29.0,7.17574487E9
RHC,200,10,10.0,177230.0
SA,200,10,10.0,571076.0
GA,200,10,17.0,1.2806673E7
MIMIC,200,10,17.0,5.0967541E7
RHC,200,30,30.0,228824.0
SA,200,30,30.0,542325.0
GA,200,30,48.0,1.213241E7
MIMIC,200,30,45.0,2.49364826E8
RHC,200,60,39.0,710891.0
SA,200,60,25.0,1136638.0
GA,200,60,35.0,3.2840803E7
MIMIC,200,60,21.0,9.13171256E8
RHC,200,100,19.0,536418.0
SA,200,100,14.0,716011.0
GA,200,100,15.0,2.1837943E7
MIMIC,200,100,30.0,1.736457526E9
RHC,200,200,7.0,876700.0
SA,200,200,7.0,1020847.0
GA,200,200,18.0,5.9497052E7
MIMIC,200,200,43.0,4.870685965E9
RHC,200,300,23.0,5135351.0
SA,200,300,4.0,1586410.0
GA,200,300,9.0,4.4377325E7
MIMIC,200,300,38.0,1.2851609272E10
RHC,400,10,17.0,780208.0
SA,400,10,10.0,2740770.0
GA,400,10,17.0,4.3881867E7
MIMIC,400,10,17.0,2.12818725E8
RHC,400,30,30.0,1018878.0
SA,400,30,53.0,2857349.0
GA,400,30,53.0,5.2872965E7
MIMIC,400,30,30.0,6.9174622E8
RHC,400,60,60.0,905057.0
SA,400,60,60.0,1845953.0
GA,400,60,78.0,3.9715376E7
MIMIC,400,60,42.0,1.090125231E9
RHC,400,100,27.0,1009033.0
SA,400,100,36.0,1374914.0
GA,400,100,28.0,4.0511337E7
MIMIC,400,100,32.0,3.666124998E9
RHC,400,200,59.0,5063671.0
SA,400,200,25.0,3866381.0
GA,400,200,13.0,1.2788674E8
MIMIC,400,200,50.0,1.1463404471E10
RHC,400,300,16.0,2873496.0
SA,400,300,8.0,3212203.0
GA,400,300,14.0,1.3548835E8
MIMIC,400,300,47.0,2.1212626922E10
RHC,1000,10,10.0,1305598.0
SA,1000,10,17.0,5186157.0
GA,1000,10,17.0,8.364096E7
MIMIC,1000,10,17.0,4.67577658E8
RHC,1000,30,30.0,1660452.0
SA,1000,30,53.0,5281074.0
GA,1000,30,53.0,8.000931E7
MIMIC,1000,30,53.0,1.649265261E9
RHC,1000,60,60.0,2065326.0
SA,1000,60,60.0,4779708.0
GA,1000,60,89.0,9.070576E7
MIMIC,1000,60,48.0,2.416933071E9
RHC,1000,100,90.0,2381189.0
SA,1000,100,89.0,3566271.0
GA,1000,100,19.0,1.52781317E8
MIMIC,1000,100,65.0,7.862916181E9
RHC,1000,200,49.0,5418132.0
SA,1000,200,59.0,6777686.0
GA,1000,200,24.0,1.96587565E8
MIMIC,1000,200,80.0,2.7306988748E10
RHC,1000,300,44.0,6586671.0
SA,1000,300,32.0,7154203.0
GA,1000,300,11.0,2.00647718E8
MIMIC,1000,300,85.0,5.5133960625E10
RHC,10,10,10.0,27176.0
SA,10,10,1.0,38203.0
GA,10,10,17.0,1093709.0
MIMIC,10,10,17.0,5462243.0
RHC,10,30,2.0,22055.0
SA,10,30,5.0,39384.0
GA,10,30,48.0,1361524.0
MIMIC,10,30,47.0,2.3792598E7
RHC,10,60,3.0,38203.0
SA,10,60,0.0,51593.0
GA,10,60,9.0,1833745.0
MIMIC,10,60,16.0,7.0968588E7
RHC,10,100,3.0,53169.0
SA,10,100,2.0,62621.0
GA,10,100,14.0,2257916.0
MIMIC,10,100,11.0,1.98094418E8
RHC,10,200,1.0,96492.0
SA,10,200,1.0,112640.0
GA,10,200,8.0,4753321.0
MIMIC,10,200,10.0,5.68875497E8
RHC,10,300,1.0,87040.0
SA,10,300,0.0,87433.0
GA,10,300,15.0,3528068.0
MIMIC,10,300,16.0,8.56762346E8
RHC,30,10,10.0,31113.0
SA,30,10,2.0,54350.0
GA,30,10,17.0,1631702.0
MIMIC,30,10,17.0,7993487.0
RHC,30,30,6.0,34265.0
SA,30,30,1.0,60653.0
GA,30,30,49.0,1916452.0
MIMIC,30,30,7.0,3.2691142E7
RHC,30,60,5.0,57107.0
SA,30,60,1.0,79163.0
GA,30,60,16.0,2469411.0
MIMIC,30,60,14.0,9.598447E7
RHC,30,100,7.0,88221.0
SA,30,100,0.0,100036.0
GA,30,100,16.0,3350837.0
MIMIC,30,100,21.0,2.94360094E8
RHC,30,200,5.0,253242.0
SA,30,200,10.0,289870.0
GA,30,200,10.0,1.1103291E7
MIMIC,30,200,22.0,1.02070485E9
RHC,30,300,1.0,226855.0
SA,30,300,2.0,249304.0
GA,30,300,12.0,7608700.0
MIMIC,30,300,22.0,2.214708789E9
RHC,60,10,17.0,125243.0
SA,60,10,10.0,226855.0
GA,60,10,17.0,6907262.0
MIMIC,60,10,17.0,3.4050302E7
RHC,60,30,30.0,141784.0
SA,60,30,6.0,233157.0
GA,60,30,44.0,7469279.0
MIMIC,60,30,11.0,1.18102437E8
RHC,60,60,16.0,155963.0
SA,60,60,3.0,244578.0
GA,60,60,21.0,8112035.0
MIMIC,60,60,16.0,3.5413008E8
RHC,60,100,15.0,219372.0
SA,60,100,6.0,297747.0
GA,60,100,18.0,1.5456465E7
MIMIC,60,100,11.0,6.74794324E8
RHC,60,200,2.0,270178.0
SA,60,200,1.0,349341.0
GA,60,200,13.0,1.50831E7
MIMIC,60,200,11.0,1.929856912E9
RHC,60,300,5.0,618731.0
SA,60,300,0.0,707741.0
GA,60,300,14.0,2.3737459E7
MIMIC,60,300,25.0,4.245975392E9
RHC,100,10,10.0,168172.0
SA,100,10,17.0,417870.0
GA,100,10,17.0,9611010.0
MIMIC,100,10,17.0,4.6095672E7
RHC,100,30,30.0,197710.0
SA,100,30,49.0,394633.0
GA,100,30,43.0,9793361.0
MIMIC,100,30,53.0,1.57632705E8
RHC,100,60,13.0,225280.0
SA,100,60,16.0,352492.0
GA,100,60,14.0,1.0914246E7
MIMIC,100,60,13.0,3.4956423E8
RHC,100,100,18.0,246941.0
SA,100,100,9.0,324135.0
GA,100,100,9.0,1.0271095E7
MIMIC,100,100,13.0,6.85486046E8
RHC,100,200,7.0,452922.0
SA,100,200,7.0,543901.0
GA,100,200,15.0,1.7368584E7
MIMIC,100,200,28.0,2.879862958E9
RHC,100,300,3.0,814866.0
SA,100,300,2.0,941290.0
GA,100,300,18.0,2.8046522E7
MIMIC,100,300,23.0,6.724214052E9
RHC,200,10,17.0,181562.0
SA,200,10,17.0,578166.0
GA,200,10,17.0,1.0367588E7
MIMIC,200,10,17.0,5.426127E7
RHC,200,30,30.0,233156.0
SA,200,30,30.0,595101.0
GA,200,30,47.0,1.2172975E7
MIMIC,200,30,44.0,1.94682141E8
RHC,200,60,27.0,315076.0
SA,200,60,21.0,555323.0
GA,200,60,83.0,1.5298927E7
MIMIC,200,60,34.0,5.45187268E8
RHC,200,100,8.0,489550.0
SA,200,100,18.0,4190121.0
GA,200,100,16.0,4.0731891E7
MIMIC,200,100,29.0,1.97993515E9
RHC,200,200,8.0,1062595.0
SA,200,200,14.0,1263850.0
GA,200,200,11.0,4.5519476E7
MIMIC,200,200,37.0,5.642986971E9
RHC,200,300,13.0,1800268.0
SA,200,300,10.0,1985375.0
GA,200,300,16.0,8.1644557E7
MIMIC,200,300,22.0,1.2765891565E10
RHC,400,10,10.0,346978.0
SA,400,10,17.0,1269757.0
GA,400,10,17.0,2.4389274E7
MIMIC,400,10,17.0,1.02422267E8
RHC,400,30,30.0,484824.0
SA,400,30,53.0,1387911.0
GA,400,30,53.0,2.4392031E7
MIMIC,400,30,51.0,3.81635459E8
RHC,400,60,51.0,647482.0
SA,400,60,60.0,1383973.0
GA,400,60,76.0,3.3137762E7
MIMIC,400,60,33.0,1.554694697E9
RHC,400,100,36.0,1202804.0
SA,400,100,38.0,1756550.0
GA,400,100,25.0,4.7408753E7
MIMIC,400,100,45.0,3.219448325E9
RHC,400,200,21.0,1954261.0
SA,400,200,27.0,2440267.0
GA,400,200,13.0,9.3561926E7
MIMIC,400,200,60.0,1.2961138875E10
RHC,400,300,18.0,4185396.0
SA,400,300,11.0,4780102.0
GA,400,300,19.0,1.72495251E8
MIMIC,400,300,43.0,2.6418390298E10
RHC,1000,10,10.0,1223284.0
SA,1000,10,17.0,4868717.0
GA,1000,10,17.0,9.4866737E7
MIMIC,1000,10,17.0,5.45497618E8
RHC,1000,30,30.0,2641522.0
SA,1000,30,30.0,7916293.0
GA,1000,30,53.0,1.20326876E8
MIMIC,1000,30,30.0,1.387258391E9
RHC,1000,60,60.0,1747886.0
SA,1000,60,60.0,3984928.0
GA,1000,60,34.0,1.27559454E8
MIMIC,1000,60,59.0,3.565365939E9
RHC,1000,100,100.0,2748648.0
SA,1000,100,100.0,4448090.0
GA,1000,100,21.0,1.02341135E8
MIMIC,1000,100,59.0,6.784485798E9
RHC,1000,200,37.0,6743028.0
SA,1000,200,70.0,9316020.0
GA,1000,200,13.0,2.39729397E8
MIMIC,1000,200,61.0,2.6900329137E10
RHC,1000,300,32.0,7227852.0
SA,1000,300,25.0,7964343.0
GA,1000,300,15.0,3.68031644E8
MIMIC,1000,300,100.0,5.7859612999E10
