Algorithm,Iteration,Evaluation,TrainingTime
RHC,40,20.0,465921.0
SA,40,20.0,1532063.0
GA,40,35.0,2721873.0
MIMIC,40,35.0,2.8048569E7
RHC,60,20.0,684505.0
SA,60,20.0,2379621.0
GA,60,32.0,3961702.0
MIMIC,60,35.0,4.0213702E7
RHC,80,20.0,856223.0
SA,80,35.0,2963695.0
GA,80,35.0,4882909.0
MIMIC,80,35.0,4.9429711E7
RHC,100,35.0,1087804.0
SA,100,35.0,3737604.0
GA,100,35.0,6061692.0
MIMIC,100,31.0,5.8639812E7
RHC,10,20.0,98461.0
SA,10,35.0,230400.0
GA,10,28.0,638819.0
MIMIC,10,35.0,7137681.0
RHC,20,20.0,189440.0
SA,20,20.0,580924.0
GA,20,34.0,1196506.0
MIMIC,20,35.0,1.2557009E7
RHC,40,20.0,383212.0
SA,40,20.0,1279214.0
GA,40,35.0,2279978.0
MIMIC,40,32.0,2.3415358E7
RHC,60,20.0,583680.0
SA,60,35.0,2012162.0
GA,60,35.0,8790655.0
MIMIC,60,30.0,7.6302254E7
RHC,80,20.0,1681331.0
SA,80,20.0,5873827.0
GA,80,35.0,9626397.0
MIMIC,80,33.0,9.7879136E7
RHC,100,20.0,2098809.0
SA,100,20.0,7334210.0
GA,100,34.0,1.2051311E7
MIMIC,100,32.0,1.04488669E8
RHC,10,20.0,157932.0
SA,10,35.0,375730.0
GA,10,29.0,1038573.0
MIMIC,10,34.0,1.1470781E7
RHC,20,20.0,312320.0
SA,20,35.0,922389.0
GA,20,32.0,1917245.0
MIMIC,20,29.0,2.0335872E7
RHC,40,20.0,630942.0
SA,40,20.0,2082267.0
GA,40,34.0,3762810.0
MIMIC,40,35.0,3.711531E7
RHC,60,20.0,846770.0
SA,60,35.0,2897923.0
GA,60,33.0,4899058.0
MIMIC,60,32.0,5.0231976E7
RHC,80,20.0,1109072.0
SA,80,35.0,3949099.0
GA,80,35.0,6470505.0
MIMIC,80,34.0,7.0388254E7
RHC,100,20.0,2115743.0
SA,100,35.0,7482690.0
GA,100,35.0,1.2117476E7
MIMIC,100,31.0,1.2258198E8
RHC,10,20.0,215434.0
SA,10,35.0,487976.0
GA,10,35.0,1395005.0
MIMIC,10,31.0,1.5658156E7
RHC,20,20.0,419053.0
SA,20,35.0,1246918.0
GA,20,31.0,2574181.0
MIMIC,20,35.0,2.7127756E7
RHC,40,20.0,841257.0
SA,40,20.0,2769135.0
GA,40,35.0,4984522.0
MIMIC,40,33.0,4.4064339E7
RHC,60,20.0,1072838.0
SA,60,35.0,3733665.0
GA,60,34.0,6354320.0
MIMIC,60,33.0,6.131718E7
RHC,80,20.0,1276063.0
SA,80,20.0,4428805.0
GA,80,35.0,7316487.0
MIMIC,80,34.0,7.2820257E7
RHC,100,20.0,1398549.0
SA,100,35.0,5030602.0
GA,100,33.0,8032894.0
MIMIC,100,32.0,8.2597103E7
RHC,10,20.0,130363.0
SA,10,35.0,295779.0
GA,10,35.0,834561.0
MIMIC,10,31.0,9242396.0
RHC,20,20.0,257182.0
SA,20,20.0,749490.0
GA,20,33.0,1536790.0
MIMIC,20,28.0,1.6854269E7
RHC,40,20.0,514364.0
SA,40,20.0,1680937.0
GA,40,35.0,3007018.0
MIMIC,40,34.0,3.0198972E7
RHC,60,35.0,706955.0
SA,60,20.0,2334722.0
GA,60,34.0,4052287.0
MIMIC,60,34.0,4.0435043E7
RHC,80,20.0,912936.0
SA,80,35.0,3228360.0
GA,80,31.0,5269273.0
MIMIC,80,34.0,5.2098808E7
RHC,100,20.0,1059447.0
SA,100,20.0,3651745.0
GA,100,29.0,6075476.0
MIMIC,100,33.0,6.216395E7
RHC,10,20.0,97280.0
SA,10,20.0,224886.0
GA,10,34.0,643939.0
MIMIC,10,35.0,6969115.0
RHC,20,35.0,199286.0
SA,20,20.0,535632.0
GA,20,30.0,1200050.0
MIMIC,20,28.0,1.2646412E7
RHC,40,20.0,389121.0
SA,40,20.0,1276457.0
GA,40,35.0,2284310.0
MIMIC,40,29.0,2.3427568E7
RHC,60,20.0,586831.0
SA,60,20.0,2011768.0
GA,60,35.0,3408742.0
MIMIC,60,35.0,6.4786181E7
RHC,80,20.0,1686057.0
SA,80,35.0,5922270.0
GA,80,35.0,9653179.0
MIMIC,80,35.0,1.00185502E8
RHC,100,35.0,2134648.0
SA,100,35.0,7537829.0
GA,100,33.0,1.1963876E7
MIMIC,100,35.0,1.10640158E8
RHC,10,35.0,189834.0
SA,10,35.0,430474.0
GA,10,28.0,1174844.0
MIMIC,10,32.0,1.315605E7
RHC,20,20.0,358794.0
SA,20,20.0,1018487.0
GA,20,35.0,1942057.0
MIMIC,20,32.0,2.0018432E7
RHC,40,20.0,634487.0
SA,40,35.0,2114956.0
GA,40,34.0,3683647.0
MIMIC,40,31.0,3.9218057E7
RHC,60,35.0,960592.0
SA,60,20.0,3228754.0
GA,60,33.0,5399242.0
MIMIC,60,35.0,4.8781439E7
RHC,80,20.0,1139398.0
SA,80,35.0,3940829.0
GA,80,33.0,6461840.0
MIMIC,80,34.0,6.6017345E7
RHC,100,20.0,1251250.0
SA,100,35.0,4468977.0
GA,100,35.0,7288918.0
MIMIC,100,35.0,6.9703355E7
RHC,10,20.0,116579.0
SA,10,35.0,270573.0
GA,10,32.0,762093.0
MIMIC,10,31.0,8435011.0
RHC,20,20.0,228431.0
SA,20,20.0,675841.0
GA,20,35.0,1401699.0
MIMIC,20,32.0,1.4836199E7
RHC,40,20.0,461194.0
SA,40,35.0,1539546.0
GA,40,32.0,2696274.0
MIMIC,40,35.0,2.79698E7
RHC,60,20.0,685293.0
SA,60,35.0,2362685.0
GA,60,29.0,3944767.0
MIMIC,60,35.0,3.7515065E7
RHC,80,20.0,844013.0
SA,80,20.0,2947941.0
GA,80,35.0,4899057.0
MIMIC,80,34.0,4.7746016E7
RHC,100,20.0,981859.0
SA,100,35.0,3428827.0
GA,100,35.0,5654061.0
MIMIC,100,29.0,1.01983411E8
RHC,10,20.0,214252.0
SA,10,35.0,485219.0
GA,10,33.0,1402881.0
MIMIC,10,35.0,1.558372E7
RHC,20,20.0,426536.0
SA,20,20.0,1263460.0
GA,20,33.0,2593874.0
MIMIC,20,33.0,2.6930045E7
RHC,40,20.0,834955.0
SA,40,20.0,2741566.0
GA,40,32.0,4953408.0
MIMIC,40,32.0,5.1745922E7
RHC,60,20.0,1264641.0
SA,60,20.0,4355943.0
GA,60,35.0,7281829.0
MIMIC,60,35.0,6.9021607E7
RHC,80,20.0,1420999.0
SA,80,20.0,5066835.0
GA,80,34.0,8421227.0
MIMIC,80,35.0,7.8427056E7
RHC,100,20.0,1571842.0
SA,100,35.0,5549298.0
GA,100,34.0,9064772.0
MIMIC,100,35.0,8.3885374E7
RHC,10,20.0,138240.0
SA,10,35.0,332406.0
GA,10,31.0,930265.0
MIMIC,10,34.0,1.0225044E7
RHC,20,20.0,277662.0
SA,20,20.0,799114.0
GA,20,34.0,5784424.0
MIMIC,20,35.0,2.6915866E7
RHC,40,20.0,834561.0
SA,40,35.0,2798280.0
GA,40,30.0,4814774.0
MIMIC,40,35.0,5.1914488E7
RHC,60,20.0,1257552.0
SA,60,35.0,4366577.0
GA,60,32.0,7356659.0
MIMIC,60,35.0,7.4726079E7
RHC,80,20.0,1674635.0
SA,80,35.0,5912818.0
GA,80,33.0,9445621.0
MIMIC,80,34.0,8.5391444E7
RHC,100,20.0,1810907.0
SA,100,35.0,6098320.0
GA,100,34.0,9124636.0
MIMIC,100,33.0,8.9224358E7
RHC,10,20.0,145329.0
SA,10,35.0,332406.0
GA,10,29.0,925539.0
MIMIC,10,33.0,1.0340834E7
RHC,20,20.0,279237.0
SA,20,35.0,828259.0
GA,20,35.0,1735288.0
MIMIC,20,33.0,1.7921199E7
RHC,40,20.0,561231.0
SA,40,20.0,1839264.0
GA,40,33.0,3291375.0
MIMIC,40,35.0,3.7368554E7
RHC,60,20.0,1254402.0
SA,60,20.0,4286626.0
GA,60,35.0,7409041.0
MIMIC,60,33.0,7.4556726E7
RHC,80,20.0,1674635.0
SA,80,35.0,5839562.0
GA,80,35.0,9689018.0
MIMIC,80,35.0,9.5983947E7
RHC,100,20.0,2126771.0
SA,100,20.0,7301915.0
GA,100,35.0,1.2072578E7
MIMIC,100,35.0,1.05706048E8
RHC,10,35.0,168960.0
SA,10,35.0,359582.0
GA,10,31.0,1040543.0
MIMIC,10,35.0,1.1540885E7
RHC,20,20.0,309170.0
SA,20,20.0,868431.0
GA,20,35.0,1918426.0
MIMIC,20,31.0,2.0624168E7
RHC,40,20.0,645120.0
SA,40,20.0,2115350.0
GA,40,34.0,3737604.0
MIMIC,40,34.0,3.8068419E7
RHC,60,35.0,981072.0
SA,60,20.0,2952274.0
GA,60,31.0,4911661.0
MIMIC,60,33.0,5.4038897E7
RHC,80,20.0,1114192.0
SA,80,20.0,3875844.0
GA,80,33.0,6509495.0
MIMIC,80,35.0,6.0550361E7
RHC,100,20.0,1250856.0
SA,100,20.0,4426441.0
GA,100,35.0,7158949.0
MIMIC,100,35.0,7.1916379E7
RHC,10,20.0,117760.0
SA,10,20.0,261120.0
GA,10,34.0,771151.0
MIMIC,10,35.0,8436586.0
RHC,20,20.0,226856.0
SA,20,20.0,672690.0
GA,20,30.0,1396580.0
MIMIC,20,35.0,1.497247E7
RHC,40,20.0,454892.0
SA,40,20.0,1510007.0
GA,40,32.0,2738021.0
MIMIC,40,35.0,2.6395201E7
RHC,60,20.0,635668.0
SA,60,20.0,2182698.0
GA,60,35.0,3660409.0
MIMIC,60,32.0,3.7538695E7
RHC,80,20.0,848346.0
SA,80,20.0,2905406.0
GA,80,30.0,4817924.0
MIMIC,80,35.0,5.0492702E7
RHC,100,20.0,966893.0
SA,100,35.0,3407954.0
GA,100,35.0,5594590.0
MIMIC,100,33.0,5.6840721E7
RHC,10,35.0,104370.0
SA,10,20.0,207557.0
GA,10,29.0,631336.0
MIMIC,10,27.0,7402346.0
RHC,20,20.0,194167.0
SA,20,35.0,585256.0
GA,20,32.0,1200051.0
MIMIC,20,35.0,1.2230117E7
RHC,40,20.0,393846.0
SA,40,35.0,1300087.0
GA,40,35.0,2293762.0
MIMIC,40,7.0,2.438619E7
RHC,60,20.0,578561.0
SA,60,35.0,1968839.0
GA,60,35.0,3436311.0
MIMIC,60,12.0,3.5189794E7
RHC,80,20.0,770757.0
SA,80,20.0,2700605.0
GA,80,31.0,4474884.0
MIMIC,80,35.0,6.9355194E7
RHC,100,20.0,1816815.0
SA,100,20.0,7291675.0
GA,100,35.0,1.1983175E7
MIMIC,100,35.0,1.21960883E8
RHC,10,20.0,212677.0
SA,10,20.0,493095.0
GA,10,30.0,1372555.0
MIMIC,10,34.0,1.5143793E7
RHC,20,20.0,421022.0
SA,20,20.0,1251645.0
GA,20,33.0,2531251.0
MIMIC,20,33.0,2.5271557E7
RHC,40,20.0,730192.0
SA,40,35.0,2408372.0
GA,40,29.0,4167684.0
MIMIC,40,12.0,4.4377053E7
RHC,60,20.0,1068899.0
SA,60,35.0,3687191.0
GA,60,31.0,6155428.0
MIMIC,60,32.0,5.8762692E7
RHC,80,20.0,1273699.0
SA,80,20.0,4392177.0
GA,80,35.0,7238505.0
MIMIC,80,35.0,7.4039605E7
RHC,100,20.0,1389885.0
SA,100,20.0,4913235.0
GA,100,35.0,8002174.0
MIMIC,100,35.0,7.835892E7
RHC,10,20.0,129181.0
SA,10,20.0,276481.0
GA,10,31.0,829835.0
MIMIC,10,35.0,9093129.0
RHC,20,20.0,252455.0
SA,20,35.0,736099.0
GA,20,35.0,1555300.0
MIMIC,20,32.0,1.6746355E7
RHC,40,20.0,511212.0
SA,40,35.0,1673060.0
GA,40,35.0,2963302.0
MIMIC,40,31.0,3.0033949E7
RHC,60,20.0,677022.0
SA,60,35.0,2361898.0
GA,60,33.0,3992817.0
MIMIC,60,35.0,4.1421234E7
RHC,80,20.0,918844.0
SA,80,20.0,3153136.0
GA,80,35.0,5366159.0
MIMIC,80,14.0,4.9405686E7
RHC,100,20.0,1050783.0
SA,100,20.0,6986443.0
GA,100,34.0,6019550.0
MIMIC,100,34.0,5.9956441E7
RHC,10,20.0,99249.0
SA,10,34.0,217403.0
GA,10,34.0,659299.0
MIMIC,10,28.0,7411010.0
RHC,20,20.0,196529.0
SA,20,20.0,583287.0
GA,20,35.0,1206746.0
MIMIC,20,30.0,1.2808677E7
RHC,40,20.0,390696.0
SA,40,20.0,1276062.0
GA,40,35.0,2280766.0
MIMIC,40,30.0,2.3805267E7
RHC,60,20.0,581317.0
SA,60,20.0,1994439.0
GA,60,33.0,3425283.0
MIMIC,60,29.0,3.4618717E7
RHC,80,20.0,786512.0
SA,80,20.0,2704938.0
GA,80,35.0,4494971.0
MIMIC,80,34.0,4.6421117E7
RHC,100,20.0,965712.0
SA,100,35.0,3402834.0
GA,100,35.0,8481486.0
MIMIC,100,31.0,5.7472844E7
RHC,10,20.0,99250.0
SA,10,20.0,221736.0
GA,10,30.0,625822.0
MIMIC,10,31.0,7139650.0
RHC,20,35.0,204013.0
SA,20,20.0,587619.0
GA,20,34.0,1202020.0
MIMIC,20,35.0,1.2729908E7
RHC,40,35.0,402512.0
SA,40,35.0,1283152.0
GA,40,32.0,2273676.0
MIMIC,40,31.0,2.4219987E7
RHC,60,20.0,578954.0
SA,60,20.0,1982623.0
GA,60,35.0,3428434.0
MIMIC,60,30.0,3.4799492E7
RHC,80,20.0,790056.0
SA,80,35.0,2721480.0
GA,80,35.0,4501666.0
MIMIC,80,34.0,4.5265177E7
RHC,100,20.0,964137.0
SA,100,35.0,3457579.0
GA,100,35.0,8833977.0
MIMIC,100,31.0,5.6986838E7
RHC,10,35.0,107126.0
SA,10,35.0,226068.0
GA,10,30.0,646696.0
MIMIC,10,27.0,7256229.0
RHC,20,35.0,198892.0
SA,20,35.0,598253.0
GA,20,34.0,1195324.0
MIMIC,20,33.0,1.2790167E7
RHC,40,20.0,390302.0
SA,40,20.0,1278820.0
GA,40,34.0,2305184.0
MIMIC,40,35.0,2.3141241E7
RHC,60,20.0,590770.0
SA,60,20.0,1985380.0
GA,60,30.0,3413074.0
MIMIC,60,35.0,3.4954668E7
RHC,80,20.0,789662.0
SA,80,35.0,2818760.0
GA,80,35.0,4534356.0
MIMIC,80,31.0,4.5249817E7
RHC,100,20.0,959410.0
SA,100,20.0,3433161.0
GA,100,32.0,5587895.0
MIMIC,100,32.0,5.7490173E7
RHC,10,20.0,102794.0
SA,10,12.0,192197.0
GA,10,30.0,647484.0
MIMIC,10,16.0,7221964.0
RHC,20,20.0,196529.0
SA,20,20.0,575016.0
GA,20,34.0,1208715.0
MIMIC,20,29.0,1.2764173E7
RHC,40,20.0,388726.0
SA,40,35.0,1298118.0
GA,40,35.0,2312667.0
MIMIC,40,27.0,2.4051815E7
RHC,60,20.0,589588.0
SA,60,35.0,2035399.0
GA,60,35.0,3417012.0
MIMIC,60,32.0,3.4710877E7
RHC,80,20.0,770364.0
SA,80,35.0,2712027.0
GA,80,33.0,4534749.0
MIMIC,80,19.0,4.4967036E7
RHC,100,20.0,957441.0
SA,100,35.0,3412287.0
GA,100,35.0,5586320.0
MIMIC,100,34.0,9.9391901E7
RHC,10,20.0,215434.0
SA,10,31.0,450560.0
GA,10,35.0,1380038.0
MIMIC,10,12.0,1.5617591E7
RHC,20,20.0,430080.0
SA,20,35.0,1292998.0
GA,20,35.0,2597024.0
MIMIC,20,32.0,2.7631486E7
RHC,40,35.0,865281.0
SA,40,20.0,2794735.0
GA,40,32.0,4924657.0
MIMIC,40,35.0,4.9597095E7
RHC,60,20.0,1247312.0
SA,60,35.0,4368939.0
GA,60,33.0,7401165.0
MIMIC,60,10.0,7.1266138E7
RHC,80,20.0,1432813.0
SA,80,20.0,5000669.0
GA,80,32.0,8203430.0
MIMIC,80,12.0,8.0564067E7
RHC,100,20.0,1566328.0
SA,100,20.0,5531968.0
GA,100,34.0,9128969.0
MIMIC,100,31.0,8.4992083E7
RHC,10,20.0,142178.0
SA,10,35.0,329650.0
GA,10,35.0,936567.0
MIMIC,10,33.0,1.0319567E7
RHC,20,35.0,292234.0
SA,20,20.0,820777.0
GA,20,35.0,1747103.0
MIMIC,20,32.0,1.7321765E7
RHC,40,20.0,513969.0
SA,40,35.0,1667941.0
GA,40,34.0,2996385.0
MIMIC,40,30.0,3.058179E7
RHC,60,35.0,773908.0
SA,60,35.0,5659181.0
GA,60,28.0,4332706.0
MIMIC,60,35.0,4.3330997E7
RHC,80,20.0,914512.0
SA,80,35.0,3196065.0
GA,80,35.0,5296449.0
MIMIC,80,34.0,5.4532386E7
RHC,100,20.0,1161060.0
SA,100,20.0,3985727.0
GA,100,35.0,6592597.0
MIMIC,100,13.0,6.2105661E7
RHC,10,20.0,108307.0
SA,10,20.0,241822.0
GA,10,33.0,696714.0
MIMIC,10,28.0,7788315.0
RHC,20,20.0,215040.0
SA,20,20.0,617158.0
GA,20,32.0,1308752.0
MIMIC,20,33.0,1.3589281E7
RHC,40,35.0,434413.0
SA,40,20.0,1389096.0
GA,40,30.0,2492261.0
MIMIC,40,35.0,2.406875E7
RHC,60,20.0,584074.0
SA,60,20.0,1990894.0
GA,60,35.0,3391019.0
MIMIC,60,35.0,3.3827873E7
RHC,80,20.0,781391.0
SA,80,35.0,2721086.0
GA,80,34.0,4521359.0
MIMIC,80,20.0,5.0081132E7
RHC,100,20.0,975558.0
SA,100,35.0,3413075.0
GA,100,35.0,5589470.0
MIMIC,100,33.0,5.6824573E7
RHC,10,20.0,98461.0
SA,10,35.0,216222.0
GA,10,33.0,637637.0
MIMIC,10,35.0,7122321.0
RHC,20,20.0,191409.0
SA,20,20.0,568320.0
GA,20,35.0,1211078.0
MIMIC,20,30.0,1.2491237E7
RHC,40,20.0,391090.0
SA,40,35.0,1268580.0
GA,40,35.0,2260285.0
MIMIC,40,32.0,2.3569746E7
RHC,60,20.0,575804.0
SA,60,35.0,2015313.0
GA,60,35.0,3417800.0
MIMIC,60,32.0,3.5137807E7
RHC,80,20.0,773515.0
SA,80,20.0,2696274.0
GA,80,34.0,4539082.0
MIMIC,80,35.0,4.5922507E7
RHC,100,20.0,1003521.0
SA,100,35.0,3468213.0
GA,100,35.0,5617434.0
MIMIC,100,31.0,7.9569998E7
RHC,10,20.0,214646.0
SA,10,35.0,486007.0
GA,10,35.0,1398155.0
MIMIC,10,34.0,1.5304877E7
RHC,20,20.0,425748.0
SA,20,35.0,1232346.0
GA,20,35.0,2653344.0
MIMIC,20,30.0,2.7867006E7
RHC,40,35.0,859373.0
SA,40,35.0,2921160.0
GA,40,30.0,4853371.0
MIMIC,40,14.0,5.3746663E7
RHC,60,20.0,1261097.0
SA,60,35.0,4366970.0
GA,60,35.0,7391318.0
MIMIC,60,32.0,7.027719E7
RHC,80,20.0,1566722.0
SA,80,35.0,5414996.0
GA,80,35.0,8986002.0
MIMIC,80,35.0,8.3259159E7
RHC,100,20.0,1690784.0
SA,100,35.0,6055390.0
GA,100,34.0,9662631.0
MIMIC,100,35.0,8.7545785E7
RHC,10,20.0,150843.0
SA,10,20.0,339102.0
GA,10,34.0,993281.0
MIMIC,10,15.0,1.0347531E7
RHC,20,20.0,265058.0
SA,20,35.0,805810.0
GA,20,28.0,1585626.0
MIMIC,20,32.0,1.7169346E7
RHC,40,35.0,546659.0
SA,40,35.0,1774672.0
GA,40,35.0,3144864.0
MIMIC,40,31.0,3.5643899E7
RHC,60,20.0,805022.0
SA,60,35.0,2713602.0
GA,60,33.0,4668657.0
MIMIC,60,35.0,4.4777595E7
RHC,80,35.0,1038574.0
SA,80,20.0,3372902.0
GA,80,28.0,5518972.0
MIMIC,80,34.0,5.7332242E7
RHC,100,20.0,1197293.0
SA,100,35.0,3867966.0
GA,100,33.0,6327932.0
MIMIC,100,14.0,6.4746402E7
RHC,10,20.0,114216.0
SA,10,20.0,252062.0
GA,10,30.0,711681.0
MIMIC,10,35.0,8198704.0
RHC,20,20.0,221342.0
SA,20,35.0,654179.0
GA,20,33.0,1361527.0
MIMIC,20,35.0,1.3293896E7
RHC,40,20.0,397391.0
SA,40,20.0,1345380.0
GA,40,35.0,2387891.0
MIMIC,40,28.0,2.5172702E7
RHC,60,20.0,600616.0
SA,60,20.0,2083842.0
GA,60,33.0,3550526.0
MIMIC,60,34.0,3.5695493E7
RHC,80,20.0,782573.0
SA,80,35.0,2761652.0
GA,80,35.0,8067159.0
MIMIC,80,35.0,4.5560168E7
RHC,100,20.0,972801.0
SA,100,20.0,3433948.0
GA,100,35.0,5646184.0
MIMIC,100,34.0,5.6793459E7
RHC,10,20.0,99250.0
SA,10,20.0,206376.0
GA,10,35.0,651422.0
MIMIC,10,34.0,7041976.0
RHC,20,20.0,194955.0
SA,20,20.0,573441.0
GA,20,32.0,1201232.0
MIMIC,20,35.0,1.2837822E7
RHC,40,35.0,396998.0
SA,40,35.0,1309934.0
GA,40,35.0,2275251.0
MIMIC,40,31.0,2.3591408E7
RHC,60,35.0,602191.0
SA,60,20.0,1984199.0
GA,60,30.0,3373296.0
MIMIC,60,32.0,3.4597056E7
RHC,80,20.0,767607.0
SA,80,35.0,2704150.0
GA,80,35.0,4520177.0
MIMIC,80,35.0,4.8452971E7
RHC,100,20.0,960986.0
SA,100,35.0,3431585.0
GA,100,34.0,5615070.0
MIMIC,100,34.0,5.6535883E7
RHC,10,20.0,99249.0
SA,10,35.0,230794.0
GA,10,30.0,655754.0
MIMIC,10,34.0,7095145.0
RHC,20,20.0,193379.0
SA,20,20.0,586438.0
GA,20,35.0,1201625.0
MIMIC,20,4.0,1.3217884E7
RHC,40,20.0,389120.0
SA,40,35.0,1312690.0
GA,40,35.0,2261467.0
MIMIC,40,33.0,2.3570141E7
RHC,60,20.0,590376.0
SA,60,35.0,2024372.0
GA,60,33.0,3388655.0
MIMIC,60,34.0,3.5610816E7
RHC,80,20.0,785330.0
SA,80,35.0,2717541.0
GA,80,35.0,4476853.0
MIMIC,80,35.0,4.6172993E7
RHC,100,20.0,967681.0
SA,100,20.0,3390625.0
GA,100,35.0,5582775.0
MIMIC,100,35.0,6.0188023E7
RHC,10,20.0,101219.0
SA,10,35.0,216616.0
GA,10,35.0,647484.0
MIMIC,10,34.0,6971084.0
RHC,20,20.0,193379.0
SA,20,35.0,584075.0
GA,20,35.0,1203595.0
MIMIC,20,34.0,1.260624E7
RHC,40,20.0,385576.0
SA,40,20.0,1274488.0
GA,40,31.0,2301640.0
MIMIC,40,35.0,2.3361402E7
RHC,60,20.0,587225.0
SA,60,35.0,1981048.0
GA,60,34.0,3440250.0
MIMIC,60,30.0,3.4780982E7
RHC,80,20.0,779816.0
SA,80,20.0,2686821.0
GA,80,35.0,4505999.0
MIMIC,80,35.0,4.5848464E7
RHC,100,20.0,978709.0
SA,100,35.0,3432373.0
GA,100,34.0,5609951.0
MIMIC,100,20.0,5.7867872E7
RHC,10,20.0,100037.0
SA,10,20.0,208738.0
GA,10,31.0,652210.0
MIMIC,10,33.0,9448772.0
RHC,20,20.0,196135.0
SA,20,20.0,584074.0
GA,20,33.0,1198869.0
MIMIC,20,35.0,1.2295889E7
RHC,40,20.0,390696.0
SA,40,20.0,1271731.0
GA,40,32.0,2325270.0
MIMIC,40,31.0,2.3601648E7
RHC,60,20.0,588801.0
SA,60,20.0,1965295.0
GA,60,35.0,3393381.0
MIMIC,60,34.0,3.4670311E7
RHC,80,20.0,779816.0
SA,80,20.0,2689972.0
GA,80,32.0,4547746.0
MIMIC,80,34.0,4.4601152E7
RHC,100,20.0,979891.0
SA,100,35.0,3407954.0
GA,100,35.0,5595771.0
MIMIC,100,28.0,5.0231975E7
RHC,10,20.0,82314.0
SA,10,35.0,186289.0
GA,10,26.0,495853.0
MIMIC,10,33.0,5665089.0
RHC,20,20.0,155175.0
SA,20,35.0,478918.0
GA,20,33.0,938930.0
MIMIC,20,33.0,1.0047813E7
RHC,40,20.0,347373.0
SA,40,35.0,1060234.0
GA,40,33.0,1853835.0
MIMIC,40,35.0,2.2787961E7
RHC,60,20.0,481280.0
SA,60,20.0,1654943.0
GA,60,35.0,3009382.0
MIMIC,60,35.0,2.8028089E7
RHC,80,35.0,628973.0
SA,80,35.0,2391437.0
GA,80,35.0,3657653.0
MIMIC,80,35.0,3.6715556E7
RHC,100,20.0,797540.0
SA,100,20.0,2751806.0
GA,100,35.0,4506786.0
MIMIC,100,32.0,4.5644057E7
RHC,10,20.0,77588.0
SA,10,35.0,175655.0
GA,10,34.0,513576.0
MIMIC,10,35.0,5716682.0
RHC,20,20.0,158720.0
SA,20,35.0,452924.0
GA,20,35.0,954290.0
MIMIC,20,32.0,1.0358164E7
RHC,40,20.0,308382.0
SA,40,35.0,1028333.0
GA,40,34.0,1835719.0
MIMIC,40,33.0,1.9378037E7
RHC,60,35.0,3346908.0
SA,60,20.0,1603743.0
GA,60,34.0,2693910.0
MIMIC,60,35.0,2.7493639E7
RHC,80,20.0,630548.0
SA,80,35.0,2153552.0
GA,80,35.0,3595819.0
MIMIC,80,35.0,3.6834892E7
RHC,100,20.0,780604.0
SA,100,35.0,2964483.0
GA,100,35.0,4522934.0
MIMIC,100,35.0,4.5622002E7
RHC,10,20.0,80345.0
SA,10,35.0,176049.0
GA,10,33.0,507275.0
MIMIC,10,29.0,5632399.0
RHC,20,20.0,154782.0
SA,20,35.0,456074.0
GA,20,33.0,949564.0
MIMIC,20,34.0,1.0165573E7
RHC,40,20.0,317834.0
SA,40,20.0,1036604.0
GA,40,31.0,1890858.0
MIMIC,40,35.0,1.9085409E7
RHC,60,20.0,555323.0
SA,60,35.0,1654943.0
GA,60,35.0,2726206.0
MIMIC,60,35.0,2.8139547E7
RHC,80,20.0,627004.0
SA,80,35.0,2194119.0
GA,80,30.0,3637173.0
MIMIC,80,35.0,3.9478784E7
RHC,100,20.0,768788.0
SA,100,20.0,2699030.0
GA,100,35.0,4459525.0
MIMIC,100,33.0,4.6344316E7
RHC,10,20.0,80345.0
SA,10,7.0,147298.0
GA,10,35.0,512394.0
MIMIC,10,32.0,5706049.0
RHC,20,20.0,156358.0
SA,20,35.0,461195.0
GA,20,32.0,988555.0
MIMIC,20,33.0,9990312.0
RHC,40,20.0,307988.0
SA,40,35.0,1012185.0
GA,40,35.0,1923153.0
MIMIC,40,32.0,1.9455625E7
RHC,60,20.0,458831.0
SA,60,20.0,1562389.0
GA,60,34.0,2701000.0
MIMIC,60,33.0,2.8211228E7
RHC,80,20.0,612825.0
SA,80,35.0,2193725.0
GA,80,35.0,3549345.0
MIMIC,80,35.0,3.7604468E7
RHC,100,20.0,812111.0
SA,100,20.0,2738021.0
GA,100,30.0,4482367.0
MIMIC,100,13.0,4.5298654E7
RHC,10,20.0,78375.0
SA,10,35.0,181958.0
GA,10,27.0,504123.0
MIMIC,10,35.0,5912818.0
RHC,20,20.0,155963.0
SA,20,20.0,450561.0
GA,20,34.0,959410.0
MIMIC,20,33.0,9870582.0
RHC,40,20.0,305231.0
SA,40,35.0,1006278.0
GA,40,32.0,1869590.0
MIMIC,40,30.0,2.3576442E7
RHC,60,20.0,474585.0
SA,60,35.0,1623829.0
GA,60,32.0,2770710.0
MIMIC,60,35.0,2.8136003E7
RHC,80,20.0,614007.0
SA,80,20.0,2195300.0
GA,80,35.0,3583216.0
MIMIC,80,35.0,3.656235E7
RHC,100,20.0,766032.0
SA,100,20.0,2706120.0
GA,100,34.0,4543414.0
MIMIC,100,35.0,4.5823257E7
RHC,10,20.0,80345.0
SA,10,35.0,177625.0
GA,10,31.0,508062.0
MIMIC,10,35.0,5463833.0
RHC,20,20.0,152812.0
SA,20,35.0,460013.0
GA,20,33.0,948383.0
MIMIC,20,28.0,1.0321142E7
RHC,40,20.0,307201.0
SA,40,20.0,1014155.0
GA,40,35.0,1826267.0
